New Cases,0100264-67.2019.5.01.0014.pdf,0100112-05.2019.5.01.0051.pdf,0010058-90.2013.5.01.0022.pdf,0100214-84.2019.5.01.0226.pdf,0100204-91.2019.5.01.0015.pdf,0100347-97.2019.5.01.0074.pdf,0100348-82.2019.5.01.0074.pdf,0100418-82.2019.5.01.0015.pdf,0100383-18.2019.5.01.0082.pdf,0100201-30.2019.5.01.0018.pdf,0100089-65.2016.5.01.0471.pdf,0101344-41.2018.5.01.0066.pdf,0100115-41.2019.5.01.0024.pdf,0100236-30.2019.5.01.0037.pdf,0101335-79.2018.5.01.0066.pdf,0100378-20.2019.5.01.0074.pdf,0100013-59.2019.5.01.0043.pdf,0010075-75.2013.5.01.0039(1).pdf,0100250-17.2019.5.01.0521.pdf,0011328-06.2013.5.01.0005.pdf,0100064-73.2019.5.01.0042.pdf,0100124-23.2019.5.01.0082.pdf,0100205-93.2019.5.01.0074.pdf,0100225-08.2019.5.01.0067.pdf,0100364-53.2019.5.01.0521.pdf,0100131-11.2019.5.01.0051.pdf,0100224-93.2019.5.01.0076.pdf,0010231-68.2013.5.01.0005.pdf,0100338-59.2019.5.01.0067.pdf,0101240-48.2018.5.01.0034.pdf,0100116-66.2019.5.01.0043.pdf,0100066-09.2019.5.01.0021.pdf,0100075-32.2019.5.01.0033.pdf,0100413-55.2019.5.01.0049.pdf,0101302-07.2018.5.01.0061.pdf,0010936-66.2013.5.01.0005.pdf,0100121-72.2019.5.01.0501.pdf,0100292-84.2019.5.01.0030.pdf,0101346-58.2018.5.01.0018.pdf,0100346-40.2019.5.01.0001.pdf,0100034-39.2019.5.01.0074.pdf,0100060-70.2019.5.01.0063.pdf,0100123-86.2019.5.01.0066.pdf,0100175-31.2019.5.01.0471.pdf,0010071-43.2013.5.01.0005.pdf,0100109-51.2019.5.01.0471.pdf,0100121-68.2019.5.01.0082.pdf,0010548-67.2013.5.01.0037.pdf,0100085-07.2019.5.01.0056.pdf,0010859-60.2013.5.01.0004.pdf,0010687-18.2013.5.01.0005.pdf,0101096-19.2018.5.01.0020.pdf,0100061-40.2019.5.01.0068.pdf,0010696-45.2013.5.01.0242.pdf,0100259-84.2019.5.01.0001.pdf,0100506-43.2019.5.01.0073.pdf,0100352-25.2019.5.01.0073.pdf,0101696-22.2017.5.01.0005.pdf,0100262-09.2019.5.01.0011.pdf,0100308-50.2019.5.01.0026.pdf,0100240-56.2019.5.01.0073.pdf,0100353-54.2019.5.01.0026.pdf,0100014-17.2019.5.01.0052.pdf,0100123-64.2019.5.01.0041.pdf,0100168-42.2019.5.01.0082.pdf,0100330-94.2019.5.01.0063.pdf,0100255-47.2019.5.01.0001.pdf,0100251-10.2019.5.01.0001.pdf,0100308-28.2019.5.01.0001.pdf,0100335-61.2019.5.01.0049.pdf,0010059-32.2013.5.01.0004.pdf,0100367-66.2019.5.01.0049.pdf,0100242-26.2019.5.01.0073.pdf,0100189-56.2019.5.01.0522.pdf,0100253-77.2019.5.01.0001.pdf,0100343-44.2017.5.01.0005.pdf,0100313-94.2019.5.01.0051.pdf,0102669-34.2017.5.01.0471.pdf,0100530-79.2019.5.01.0038.pdf,0102668-49.2017.5.01.0471.pdf,0103193-31.2017.5.01.0471.pdf,0100324-54.2019.5.01.0074.pdf,0103104-08.2017.5.01.0471.pdf,0010529-60.2013.5.01.0005.pdf,0101546-41.2017.5.01.0005.pdf
0101391-79.2018.5.01.0077.pdf,0.3012832221917293,0.24847631524080346,0.2743298526981548,0.545701919128818,0.24351000830113545,0.8740865919630023,0.5549748538748134,0.5909264823751439,0.5122777277634134,0.3699309863950511,0.3919577442956231,0.730264487642253,0.6122345503400111,0.043621092565562805,0.021855905720170012,0.36355610373396136,0.8094611372266081,0.33319221504633834,0.19963354563675645,0.25849488293381095,0.4343280292113626,0.5116864442316036,0.5130844629534502,0.32154047111127326,0.41119312018668835,0.9462426625370128,0.7639370004447454,0.18045340113224828,0.2348061019900953,0.5723646037317389,0.9836242043073967,0.7303258314488231,0.5875581649074635,0.7227448490344335,0.4696363193887226,0.29761694603164357,0.7016594421345418,0.4190431559808451,0.61259730879663,0.6698946922533838,0.6417194247599016,0.4729305786699699,0.5764629286418685,0.41283540854685974,0.22928205687764222,0.31493373208003994,0.3987810671212002,0.014443461368742895,0.8996952842684784,0.1445630138479557,0.4305326460491625,0.6436985188085343,0.49973078134389626,0.39395492708710494,0.7357183540862628,0.40979123862895256,0.015606534124119836,0.25365739157559136,0.04360018651191161,0.6253982675508294,0.7773774878282432,0.5950923506324743,0.7758063930314161,1.0,0.4828150687302695,0.31973340973763087,0.44353322102561804,0.04023115085729178,0.5533569933110641,0.8447040208556087,0.21698124942755664,0.914570013076783,0.3818546319044132,0.054136292901161974,0.5102600112125653,0.2347134036372736,0.5562229817658596,0.4118745126555284,0.1261182439978872,0.299554229779564,0.41907420484424673,0.9286573475093043,0.4197694873116203,0.019233378593811665,0.26480829237625475
0101320-61.2018.5.01.0050.pdf,0.1323321081674702,0.1818543053895118,0.2281590498856625,0.21811489184112037,0.11554926708885407,0.6999584321786723,0.507060460842763,0.2453803037992463,0.19079344632710055,0.3735357969347612,0.2936500100053534,0.5092775878319894,0.19911891134256973,0.031516160371619105,0.014054744150387077,0.3972851619907076,0.590820975309504,0.37466935726658923,0.14164627566203447,0.22724912828504804,0.17289243337753585,0.4125786055101796,0.442460053862013,0.5315972470131014,0.22729267656128774,1.0,0.6850738726947749,0.24025028049029307,0.3063933029778857,0.6269398844673311,0.7879130203707535,0.3442603251743897,0.5212191448741536,0.5691984410258234,0.5525566087667372,0.2928302000314093,0.5609508601900424,0.3788261047179865,0.5040768216939208,0.5238404234976084,0.491574340781,0.6091270553193898,0.47050073824166,0.4154050708840538,0.20337040042416754,0.3051632153576097,0.38762022648403666,0.012247789073274793,0.8047422974632091,0.13294697309689685,0.2735557640601676,0.5348875477086383,0.5792595114848408,0.23590251536081355,0.5577683221689521,0.2610111535957802,0.04003520997119656,0.23352029137888428,0.030451020613689705,0.5488867680122759,0.7384959375041004,0.4498696386929845,0.7184472104892706,0.7713850521634981,0.23470876804993213,0.10658276085838539,0.5089493485123181,0.027290621043676747,0.39598660404738895,0.6151825495488419,0.19449984607702114,0.5673600608166424,0.18203005239368494,0.017461330633937327,0.46892980932925415,0.14106042655351722,0.4131981406240817,0.3339056663859174,0.09595497712471164,0.27545798683558076,0.3913688223561422,0.7273395998037102,0.368372513377371,0.011079758448660196,0.2656423349710887
0010037-71.2013.5.01.0004.pdf,0.23104396457439874,0.2934603756943582,0.7376720600178465,0.26606388040324436,0.19880949343045692,0.6352242408271691,0.40773903954862795,0.26309801925365733,0.2765266291290533,0.5979431025412851,0.6971521454788026,0.5223619686475685,0.25600544704148775,0.03817494529167309,0.01426224492179352,0.421617697718258,0.6393236249457165,0.8903299830819102,0.49547482106725615,0.7187114032578837,0.26187575162935367,0.3188324119954151,0.4802608736141597,0.5344853208468493,0.45345771171133564,0.4689450788626835,0.6565899791168629,0.6224110234090504,0.36915748342253557,0.6169674909348165,0.6986934493568222,0.45258841298631436,0.6095258238295111,0.6172478157398764,0.446588918980987,0.942829447363252,0.6798821337874362,1.0,0.6146549772658099,0.48278458717680295,0.7650039227919411,0.5918182304731218,0.5294756317598839,0.48588700497061527,0.5050838974827063,0.3776147847215514,0.4068059338727182,0.11084013176576514,0.8349782732004093,0.4365667733814723,0.6763802947634635,0.4445555033464872,0.5369322323184744,0.7486646978378353,0.7345952092432031,0.2613675262869694,0.06593174277028373,0.5138393957055533,0.02957140327433364,0.5705450829202493,0.7108473000858218,0.5673801339706772,0.5500129336764339,0.6235012719573806,0.3007887525235193,0.2223395339383797,0.5003820026063611,0.029560253192151612,0.48280627164127315,0.8105655818351246,0.5286147229477693,0.6818758734141476,0.15785772036367332,0.028553294596772114,0.6153643970201638,0.46805999683483074,0.4767856044211429,0.7493574423564919,0.19651078357296103,0.7065000231499627,0.8041261207275621,0.8717088693004718,0.7997890183179867,0.09655514105668284,0.6426120614970484
0100012-58.2019.5.01.0016.pdf,0.30531062244369683,0.5449320648654908,0.5995508312619235,0.3287116206707092,0.22440600911964503,0.7177551756002497,0.53165854083934,0.3205725587167134,0.4308041778776368,0.5147097427419456,0.5684396292091805,0.49890648799200177,0.37898682412022533,0.06138964110581296,0.05403740963648049,0.6274359803253602,0.7604069083059941,0.5257252083001204,0.7459762737886246,0.49460333082123964,0.33160306244542315,0.5430026661305731,0.6291921426485669,0.7778090279468864,0.6082966759700569,0.8769562237623114,0.8853542225692349,0.49185761042391424,0.50871345786597,0.6464284317133139,0.7652329562577708,0.5042331213618542,0.7553368626734506,0.7945593806036402,0.6563507997036472,0.7779904838242869,0.6032955787239048,0.4829857431963848,0.5421232331189129,0.624885117177793,0.6028775690707537,0.6384631986853206,0.5951787331854645,0.6265772375467132,0.33132374096528816,0.4625906843908705,0.5307826614316313,0.046960394616920406,0.9392103020065983,0.34970029920718537,0.4128445534694007,0.5679103882327307,0.6563061844329593,0.4403838427131309,0.9263158493766113,0.4017011669347292,0.010197420851735207,0.698232362310714,0.04821160080984075,0.6149847113866591,0.8955609853383867,0.5965146427509468,0.7124585616695819,0.9036419401382259,0.3608961713350463,0.20556869466015304,0.6224384001928623,0.048193422324830426,0.6155537599187371,0.6749572167203476,0.4067338706437961,0.7074163320919017,0.23435151040050511,0.04008621369786055,0.7153204300846702,0.3941122030242187,0.758241825207345,0.6109804956277379,0.20103439276506846,0.6251248549638702,0.7408058751260808,1.0,0.7065989940002998,0.041835012642719924,0.38477652154793723
0100005-94.2019.5.01.0039.pdf,0.35278192073288356,0.30007010554130525,0.29156308431280814,0.5050696063879333,0.23606651358204772,0.9714981734205731,0.6798761973697185,0.7392510990537319,0.4385060442570133,0.4860229384323839,0.4234304418545968,0.7417134223907765,0.4865841297732798,0.01854536813872322,0.04470417303260931,0.35106369168544066,0.6219800333586598,0.31147435412343405,0.19860320225160952,0.2559614771936542,0.3504375280960918,0.5225775702176564,0.5164046029224437,0.5016073403123099,0.42742955268073957,0.8385317913641439,0.8616989062670726,0.21456838880281806,0.2633767656040435,0.7827792311229248,1.0,0.6715536169651807,0.6229769078037996,0.7373445101746782,0.5329390231480837,0.37647711521146954,0.5760339198237191,0.40648905362034815,0.5556831137590665,0.7394704895773221,0.7390613697829099,0.5094160922882781,0.8409207917146594,0.4370332580529391,0.1930229719640003,0.43964036051718036,0.4613169909951252,0.028280330613650265,0.8470775904187225,0.14029311958905752,0.27600217174292563,0.562259644067217,0.5721304149239776,0.3877018218225971,0.7800389646783001,0.5486250178652284,0.18847598555665515,0.3282734153335453,0.018536479996806403,0.6124917143149586,0.8713314436147271,0.6874726629920039,0.7803351383056198,0.7554073111066443,0.507765149501383,0.24872178826539687,0.6468267600474039,0.01852949070132345,0.5535840693520417,0.8463527886375449,0.20516400811601318,0.8384019842354024,0.3481649814752389,0.015412417050595612,0.5184295715384114,0.1701020069945154,0.547540800762789,0.5455158330418562,0.15511823274131148,0.38232809138160995,0.5595920856436671,0.8884374357122764,0.5597150012037203,0.02866861858141309,0.318650657686579
0101340-85.2018.5.01.0039.pdf,0.7244711014962518,0.25412954848989766,0.32650862142443904,0.5005617849461137,0.221786523772349,0.8894673577627812,0.37298719030581673,0.5323068257087035,0.6913661851268508,0.511063279480685,0.4166997630589137,0.7352118633169029,0.8745378877402475,0.04809104518831224,0.02452087613114975,0.3426139086783819,0.8329489301154888,0.4128007524652025,0.2977279820690832,0.3708536561656069,0.6006167518022769,0.5506999306707734,0.5573714152037114,0.32325936373615655,0.5704071233693309,0.7570235608558935,0.8843378193886094,0.37074807991621145,0.7225190311998378,0.41443172334167705,0.9234372423745493,0.9907648655742987,0.6442362338588534,0.9821799835016126,0.5487869717100872,0.39739752894303776,0.7780128973701972,0.4453435330255605,0.6958609354536421,0.6106544543493887,0.7417793112995335,0.9841848027500136,0.6201516390134849,0.543868843226156,0.5005950667243824,0.4619964080524858,0.5046813092821164,0.013299125007822429,0.885227565016283,0.2144070990208127,0.33859128228776253,0.7768888002563065,0.7205010314225329,0.3677878061421787,0.74099716716414,0.6481027883233658,0.15702858123089655,0.270389870071478,0.052437814774408995,0.7888776421882823,0.8948262399272962,0.7089261305921621,0.9232946495818591,0.8183841720369731,0.5876018892710118,0.5791784551239207,0.5591119295607007,0.04368170232064147,0.616784001264882,0.7395455826374046,0.2696787147623031,0.9182918120434678,0.3907947539556816,0.0363334656358154,0.7437271946789745,0.23447600303502178,0.5724393251577571,0.5050989040497543,0.12695721017856762,0.4469177777125997,0.5243390051241472,1.0,0.523260568673152,0.013150704033095855,0.32566661102959404
0100011-09.2019.5.01.0005.pdf,0.36472819703284887,0.49050034516626406,0.5009479955446452,0.38043803183419905,0.08387403779745355,0.6794330447394471,0.26041082415052064,0.2465298839521135,0.39004007544628677,0.37477186145873054,0.5199898791482623,0.6376643256414608,0.38936378360378,0.04619106088425379,0.01808495876778057,0.38234851191189295,0.5136036597969844,0.4917218143040887,0.3301355510683495,0.3083467965346924,0.3447593501597466,0.40273204029991555,0.39891539520258745,0.5522820692363035,0.3423228020831702,0.9726223357983587,0.6254771181219753,0.3286979059686434,0.3410864901681521,0.5362428475527804,0.689468538846811,0.6256857228544959,0.5637367068864669,0.5805801869844716,0.5979169169684724,0.4481841335820761,0.5087882245515516,0.389063595978403,0.4468437904246935,0.6295741712697187,0.4996659807892281,0.5282957436547385,0.5315032146848839,0.3539124956745912,0.23624171671047384,0.2694650455878251,0.4039350146909292,0.08274989226607421,0.7710562647071114,0.26871294297278747,0.39214216390839884,0.44052530566482884,0.44263427798397875,0.484464842318238,0.6658332716069523,0.4800837758800134,0.07316675913346479,0.4537720772523596,0.046168923135282904,0.46242343579870415,0.6343167528691117,0.5211287858175094,0.6622956897679522,1.0,0.3041435590348725,0.11856907643494756,0.5741356256733641,0.04615151485463967,0.4551292334521252,0.6217332296231908,0.37625157045451296,0.5898080251575801,0.16606357919843012,0.038387800610497125,0.5276296308236499,0.34317227454927524,0.47074351240155904,0.5794903654382145,0.17122716270200716,0.4854642886822,0.5904591034441379,0.7312580474628162,0.5905800395928781,0.08684861312631827,0.33479420727093384
0100420-66.2019.5.01.0075.pdf,0.28022204319175925,0.32765045327077674,0.3024269888513332,0.3835635348248492,0.34295680702257286,0.7604826206262735,0.4579109233441566,0.42926848795759204,0.44836175875596285,0.43443162920248957,0.28756031694677425,0.7274515572310174,0.5902891700980397,0.06131910057623942,0.024751871411498212,0.22606950973565576,0.5811070064915167,0.40322545959975475,0.3423298701739786,0.24950760227955146,0.2705339092753454,0.41617101694883707,0.4950576708861223,0.5033945393176602,0.4965687274421918,0.587243248647083,0.9826394847344151,0.23069193069051172,0.2269778447363709,0.3813302376250531,0.7735014841947158,0.6649604821191526,0.33735590211939087,0.6119534142120595,0.5341718814884882,0.27288509259168386,0.5279800685592345,0.3029925969043435,0.36379501836114037,0.6239041107880118,0.607106639060123,0.5588542043184991,0.444825611026779,0.4505486434208972,0.2763036566520923,0.33893109809710764,0.4197704405331897,0.025471247705091384,0.6646402855492127,0.2290014026018488,0.2956704422102281,0.5821196599141865,0.4652324178057298,0.30060541860233575,0.609141986401819,0.5006539508206789,0.014451028024554516,0.22257275541799587,0.06639718853142154,0.584058793706432,1.0,0.4436298587918219,0.8168777818061014,0.6445520214748112,0.5650023359577253,0.2192346777615366,0.5410601781535211,0.05616105258673531,0.40489424618208575,0.6397391736192666,0.2291129597112229,0.7614822827868001,0.3226043007166191,0.037205421843404224,0.4770290130856251,0.17985927952120273,0.5058530734665398,0.4679807598865593,0.15942690199491538,0.43184015276140053,0.4813837845166233,0.9582593532549288,0.48175664233146404,0.025256742148935984,0.3154471746678971
0101284-41.2018.5.01.0075.pdf,0.30930030107764367,0.3608163239162973,0.3035423923591041,0.3864669935545364,0.40542227469975073,0.7769619668987642,0.46304346352182607,0.47877631201532445,0.4941984170867218,0.43735086804681,0.3317978169169815,0.7497323527697728,0.6399914075520378,0.06667257119469794,0.024917150608068907,0.24931718793388521,0.5942512697985916,0.39991168618941825,0.4004433286341036,0.288232151377223,0.30742248783073617,0.45373943464431077,0.49899611920191256,0.5432782475841326,0.5501057092003555,0.6586612655854308,0.9815884494308188,0.22609174860545084,0.24467343781764356,0.42258499712045067,0.7914592595915968,0.7394796034978309,0.3551372322702443,0.6550567273193351,0.5679418947868373,0.31342123810235606,0.5769880476019205,0.33035668120251604,0.32391806092355147,0.6403270619127062,0.6174350934479483,0.5698747953646387,0.49296596865854353,0.4741523005334093,0.2745132271854104,0.34813146094983966,0.42286115053062967,0.023988232759951426,0.7388394580684463,0.23223048366819993,0.3070734157435433,0.633012454468044,0.4721871560406308,0.2979196463327047,0.6711419863076408,0.5530073955796219,0.014604144888161258,0.25229788859167573,0.07176681871589362,0.6512773381064529,1.0,0.492571808322672,0.8325010165706651,0.7161906670206338,0.5621573852517524,0.25112254604696344,0.5332996840790991,0.061491221647667946,0.43494212588822556,0.648005614780737,0.2951336948409032,0.8402390372593863,0.36044497753697086,0.041049912292278716,0.5202611101063919,0.2046997451290429,0.49961981524530347,0.4706137169261411,0.16619240839066426,0.4341222828201913,0.4839073340043891,0.9659766579909388,0.4844402255333674,0.023804817490383233,0.31554524502944103
0101950-25.2018.5.01.0501.pdf,0.29436121691489486,0.4272139718602249,0.32837267795693037,0.19311752461848292,0.11486572981480885,0.6760290700295779,0.4431007735979653,0.3196248055763028,0.29160464206312336,0.5120460302089629,0.28891357627340875,0.5394041509838873,0.24186385600549734,0.02536704274079071,0.01256494056347121,0.7010454590183355,0.7702453760161574,0.40567499616869285,0.28843664707540495,0.32146489112144827,0.424132090266533,0.46031113596882156,0.5068425006404782,0.6631864458000006,0.3346433839977962,0.7977288595651278,0.6714768629438538,0.37776603533783254,0.5241938298245683,0.6126310334771717,0.82218803297616,0.40080360738584603,0.9567469449572288,0.6742404857538518,0.6380983208671904,0.3567404856205627,0.5722240340872661,0.452068904215895,0.531210042168735,0.6018977823848181,0.5392119596238806,0.48378986847380817,0.5732890095928499,0.633508779288435,0.1585677663798936,0.4114613039033397,0.42925564132195676,0.009131324541034413,0.7614592677821075,0.1736295107185125,0.26356718985004157,0.7923768522907885,1.0,0.28643101035991936,0.63012892245501,0.34449898501146115,0.028722019820173365,0.3036914321504936,0.023770204863549024,0.49377454378917074,0.7285624200113543,0.5729453155230616,0.8710537956970084,0.6981162326434727,0.12563778506802162,0.09554375728517232,0.5481516777587798,0.02296920077368628,0.5037633716024486,0.5965036502922151,0.15687091619602514,0.5770721969187896,0.1986796942282448,0.015152454609416605,0.6434085048193895,0.19079699115839535,0.47213839617770476,0.3322143863955387,0.10631660047766345,0.33860106887546204,0.3840037665786153,0.9929576979359448,0.36142734987534764,0.010765595601681263,0.23998241879297194
